,text,reviewId,city,lan,5D,Reliability,Tangibility,Empathy,Responsiveness,Assurance
1150,"Warning: cash only! We didn't find out until after our meal and were scraping the bottoms of our pockets for cash. Who doesn't at least offer Venmo these days? The food was completely overpriced and sub par. I am not a good cook at all, and it tasted just like something I make myself at home. Basic and bland. The service was whatever. Came with two small kids and we felt kind-of unwelcome there, to be honest. I had to flag down the waitress to request our check and she seemed annoyed. Hey, I'm doing my best to pay and get the kids out of here BEFORE they meltdown in your lackluster establishment, thanks. Will not be coming back.",ChdDSUhNMG9nS0VJQ0FnSUNabFpXU2d3RRAB,Boston,en,"Assurance, Empathy, Responsiveness",False,False,True,True,True
1153,If you call for your order ahead of time it will be better the quality of food is very good customer service is very good unless somebody makes them upset which that's normal cuz they're human but service is very good very fast they're open till almost 3:00 in the morning you can definitely go after the club and get something to eat the steak and cheese is the best the cheeseburger sub chicken fingers are good also all their french fries are bomb I don't know if anybody remembers when Burger King had that type of french fry that had that extra type of like batter on it but their french fries are dope and bomb like you can put ranch dressing with them blue cheese or something like that you know what I'm saying and they're not racist they don't act like they don't want to serve somebody service is good especially the lady at the count of Big ups to her,ChZDSUhNMG9nS0VJQ0FnSUQ5M3ByUEtnEAE,Boston,en,"Responsiveness, Empathy",False,False,True,True,False
1156,Since the lady doesn’t work there I guess anymore the service had gone down hill. I order a fish sub. Sub came with just diced Pickles. He didn’t get my order right. Told me to come back and he’ll put the other topping in it. I’m already home comfortable and you want me to come back. 15$ for 3 little piece of fish. SMH I should of asked for a refund.,ChdDSUhNMG9nS0VJQ0FnSURsaE15cTdBRRAB,Boston,en,Responsiveness,False,False,False,True,False
1162,"I love china sea the food is always cooked to my liking, the workers is wonderful and nice, they call me when the food is ready and their lemon iced tea is great I can’t wait to try the fried lobster tomorrow 🤤",ChZDSUhNMG9nS0VJQ0FnSUNEMjk3X0pREAE,Boston,en,"Empathy, Reliability",True,False,True,False,False
1168,We love this place!!,ChdDSUhNMG9nS0VJQ0FnSUREbmNLdHpRRRAB,Boston,en,Assurance,False,False,False,False,True
1171,Solid Mexican food. Will ask your for a tip before rendering the service. but that seems to be normal nowadays.,ChdDSUhNMG9nS0VJQ0FnSUNsdzZQdl93RRAB,Boston,en,Assurance,False,False,False,False,True
1175,"If you're looking for True Caribbean/Hispanic food, this is the place. We ate here a few time and the food is amazing, the service is great, fun, super friendly, we always leave with a good experience. We also did catering for one of our events, and Roberto went above and beyond to make sure everything was perfect.",ChZDSUhNMG9nS0VJQ0FnSUNSbko2b1lnEAE,Boston,en,"Empathy, Reliability",True,False,True,False,False
1176,The best catering service in Boston... Hands down.,ChdDSUhNMG9nS0VJQ0FnSURJek4ydTJRRRAB,Boston,en,Assurance,False,False,False,False,True
1189,Slices of cheese was perfect!,ChdDSUhNMG9nS0VJQ0FnSUNsdTRmcmt3RRAB,Boston,en,Tangibility,False,True,False,False,False
1196,The Buffalo chicken pizza is straight fire!! Absolutely delicious.,ChdDSUhNMG9nS0VJQ0FnSUR1Xy03Ym1RRRAB,Boston,en,Reliability,True,False,False,False,False
1197,The floors where wet and no safety signs,ChdDSUhNMG9nS0VJQ0FnSUNqdUtDcXFnRRAB,Boston,en,Tangibility,False,True,False,False,False
1199,"Only one time did I sit in the long drive-through line and when I got my food, the fries were not hot and the service was not friendly at all. Another time I did go inside, thinking it might be quicker and I could get hot fries, but the service was disorganized and also very slow. So now I just go to the McDonald’s down the street.",ChdDSUhNMG9nS0VJQ0FnSUREamNibmhRRRAB,Boston,en,Responsiveness,False,False,False,True,False
1202,"Popped in when I saw morning hours posted on their window, what a treat! All around fantastic vibes: delicious food, friendly & engaging staff, wonderful ambiance. Looking forward to booking a sitter and finally making it back for dinner service (even though it does seem family friendly with a kid’s menu). Cheers and (delayed) welcome to the neighborhood!",ChZDSUhNMG9nS0VJQ0FnSUREaHRDT0h3EAE,Boston,en,"Tangibility, Empathy",False,True,True,False,False
1204,Staff is so nice. The presentation and the flavor of the food was great. Also great drinks,ChZDSUhNMG9nS0VJQ0FnSUNEZ0tDZUxREAE,Boston,en,"Empathy, Tangibility",False,True,True,False,False
1205,"New to the neighborhood and found this place while walking around. Very nice spot and very good food and drinks. The only issue we had was we were forgot about a few times for long periods of time waiting to order and pay. Maybe it was where we had been seated, but overall the staff was super friendly and helpful when they were around. Finding this place was certainly a nice surprise and I will be back.",ChZDSUhNMG9nS0VJQ0FnSUQ5dzl2YVBREAE,Boston,en,"Responsiveness, Empathy",False,False,True,True,False
1223,I was so disappointed because my Quarter Pounder was burnt the first time and they replaced it when I received the second one it was packed with lots of onions and the meat was raw. I was like wait a MF minute. Just give my money back. They did a refund for my Quarter Pounder and customer service was okay which is why I am giving it three stars.,ChZDSUhNMG9nS0VJQ0FnSUNELTkyMFp3EAE,Boston,en,Reliability,True,False,False,False,False
1227,Breakfast day with my 4 year old.,ChdDSUhNMG9nS0VJQ0FnSURkNmJPQXNRRRAB,Boston,en,Tangibility,False,True,False,False,False
1235,"PLEASE it’s not hard to follow directions. Especially when I place an order, I can’t get a whole refund on delivery apps and the mistakes get very costly. Don’t just look at the name of an item when you’re preparing, PLEASE LOOK AT THE INSTRUCTIONS TOO FOR ADD ONS OR SUBTRACTIONS FROM THE ORDER.",ChdDSUhNMG9nS0VJQ0FnSUNwbk5mVXdnRRAB,Boston,en,Reliability,True,False,False,False,False
1237,"Pizza was ice cold, covered in cheese no good. Staff were rude not clean.",ChZDSUhNMG9nS0VJQ0FnSUM5aVBPRWF3EAE,Boston,en,"Reliability, Empathy",True,False,True,False,False
1245,You did not answer my question. Does the Crab Shack have plans to reopen? Right now it’s closed,ChZDSUhNMG9nS0VJQ0FnSURaajhuQlN3EAE,Boston,en,Responsiveness,False,False,False,True,False
1246,Maggie is the best. Maggie when are you going to open back up. It’s Paris dad Me and Maria miss you and your amazing food.,ChdDSUhNMG9nS0VJQ0FnSURad0xyRm9RRRAB,Boston,en,Empathy,False,False,True,False,False
1248,Dined in 2 times. Host was very nice. Food tastes fresh. Went for take out last week and you were closed. hopefully you'll open soon.,ChdDSUhNMG9nS0VJQ0FnSURoamVfbHBBRRAB,Boston,en,"Responsiveness, Reliability",True,False,False,True,False
1257,"Food is just ok, quality wise tho they do huge portions, basic items best bet",ChdDSUhNMG9nS0VJQ0FnSUM5N3I3bW13RRAB,Boston,en,"Reliability, Tangibility",True,True,False,False,False
1267,"Drove from far to get the wrong order. Smh. At least when you call my name, say my what I ordered to make sure I leave with the right bag #bagwasnotsercured",ChdDSUhNMG9nS0VJQ0FnSUREbmFlQjNBRRAB,Boston,en,Responsiveness,False,False,False,True,False
1271,Worst place ever. Took 1 hour and 30 min to get my food. Dont come here trust me it’ll make your blood pressure too high.,ChdDSUhNMG9nS0VJQ0FnSUNEdzlHMHhBRRAB,Boston,en,Responsiveness,False,False,False,True,False
1288,Came fast and was pretty good. Tasty egg rolls and their rice is pretty flavorful.,ChdDSUhNMG9nS0VJQ0FnSUMxeWRPQzRRRRAB,Boston,en,"Reliability, Tangibility",True,True,False,False,False
1296,Tiny place on the corner. I called in my first time order and it was ready when I got there 10 minutes later. I purchased 2 Pu Pu platters and everything was delicious. Ribs were tender and perfect. I will definitely be back. 2 thumbs way up for this place. Just remember its cash only! There is an ATM next door at the convenience store.,ChZDSUhNMG9nS0VJQ0FnSUMxeGVHLWF3EAE,Boston,en,"Reliability, Responsiveness",True,False,False,True,False
1298,It was nasty it just nothing period,ChdDSUhNMG9nS0VJQ0FnSURGNk9QazNRRRAB,Boston,en,Reliability,True,False,False,False,False
1316,I love Puertorican food and more went is delicious!,ChdDSUhNMG9nS0VJQ0FnSURkcnAzQzFnRRAB,Boston,en,Tangibility,False,True,False,False,False
1327,There ground beef tacos are phenomenal a lot of good flavor,ChdDSUhNMG9nS0VJQ0FnSUQ5NzZqTjFBRRAB,Boston,en,Tangibility,False,True,False,False,False
1335,"My go to is the TACOS BIRRIA it’s kinda expensive for 3 tacos but it’s worth it ! Their Cajun shrimp bowl is good too! I love how diversed they are with their employees!!!! (Not only Spanish ) that’s speaks VOLUMES! Sometimes they can be cheap with their rice and shrimp but it’s gooddttt !!!! Also , they aren’t rude !!!!! That’s a huge deal for me !",ChZDSUhNMG9nS0VJQ0FnSUM5cnJuZE1BEAE,Boston,en,"Empathy, Tangibility",False,True,True,False,False
1338,Food was amazing loved everything,ChZDSUhNMG9nS0VJQ0FnSUM5dGJXRFlREAE,Boston,en,Reliability,True,False,False,False,False
1341,"If your looking for some good authentic, Caribbean cuisine in the Boston area.I highly recommend checking out Fusion Caribbean kitchen.I had the Fry Sweet Chilli Shrimp and Chowmein Noodles with Sweet Chili Salmon",ChZDSUhNMG9nS0VJQ0FnSURONWEzUmVREAE,Boston,en,Tangibility,False,True,False,False,False
1345,"Food is gross, sits out all day, giving people food poisoning because they’re not making fresh food . It’s old and they don’t care as long as they get money . Place needs to be shut down with new management. Damn shame",ChdDSUhNMG9nS0VJQ0FnSUR0MU9hQ3dRRRAB,Boston,en,Reliability,True,False,False,False,False
1347,"If I could give this place ZERO stars I would! The guy at the counter doesn't speak clearly. The selection of food was down to nothing and did not look fresh (honestly you couldn't even tell what anything was). I ordered a tray of sweet plantains to be filled up ($10's worth) and the tray was only a quarter of the way filled. I asked of they could fill up some more because I know the cost of plantains and that was unreasonable. It was as if they had charged me a whole dollar per slice! They guy went to the cook who told him to tell me that of I want more I could pay for more. I was live it and told them to keep their plantains and walked away. They didn't care one bit to have a dissatisfied customer. Mind you, I am caribbean and I can tell they only cater to you if you are Haitian and can speak their language. My husband has also been here multiple times and it has been a negative experience every time. Do not waste your time or money at this place they have no idea what it means to run a food business!",ChZDSUhNMG9nS0VJQ0FnSUQ1NWUyZk5nEAE,Boston,en,"Empathy, Reliability",True,False,True,False,False
1348,"I googled Haitian restaurants nearby and spotted this one. I parked my car and said hmmmm this is a tiny place…hey let me try it anyways. I went in and the gentlemen behind the counter was so professional and kind. I’ve complimented him because in my opinion it is very hard to find an all around great Haitian restaurant or Haitian food business. I came in and didn’t know what I wanted. He walked me through making up my mind. He had patience, a great tone of voice, honesty, great listening skills and such a positive energy. This is exactly what ANY restaurant should be like. The food was amazing - GREAT PORTION I ordered du ri jon jon ( black rice - most people call it but the correct name is dried mushroom rice ) with legumes and baked macaroni and Soup Joumou! YUMMY !!!!!! The legumes was amazing because it didn’t have too much acid in it. Some places love to add acid or too much spice to the legumes but this one was perfect! The rice was amazing also because it was fully cooked. I really don’t like ordering this kind of dish or ANY and Haitian food that is not fully cooked! I applaud this place! I rarely write reviews but when I do it’s serious! I would like to also say I applaud the owner for believing in him and hiring him. This man will go far in life. Please continue to support employees like him. I have to also give a round of applause to the people in the back who put their work in making the food as well. I just can’t write this review and forget the employees in the back. They are part of the business as well! It’s not easy waking up everyday cooking and serving people - it can be challenging. I applaud this place. For such a small place to eat-the service and food is amazing! This goes to say never judge a book by its cover. You never know the greatness it has. Please continue to do well in the community. I appreciate your business! Sincerely, A loyal customer",ChdDSUhNMG9nS0VJQ0FnSURaNU1INzFnRRAB,Boston,en,"Empathy, Assurance",False,False,True,False,True
1351,Food was great,ChZDSUhNMG9nS0VJQ0FnSURwdE8yekRBEAE,Boston,en,Reliability,True,False,False,False,False
1358,"Amazing spicy fried chicken (I know it’s bad for me, but I always need to get 2 and eat them right away), oxtail, curry goat and stewed chicken. Get the peas and rice and cabbage and ask for extra gravy. Best Jamaican food! We could walk to Flames from our house and STILL go Only One! A medium can feed two people, easy. They load it up!",ChdDSUhNMG9nS0VJQ0FnSURWbGN5RGhnRRAB,Boston,en,Tangibility,False,True,False,False,False
1364,Trash establishment. Poor professionalism from the inception of my visit and poor customer service throughout. Food is subpar. Avoid and go to other restaurants.,ChdDSUhNMG9nS0VJQ0FnSURkM0o3bHFRRRAB,Boston,en,"Assurance, Empathy",False,False,True,False,True
1373,Excellent egusi soup and their service is top notch,ChZDSUhNMG9nS0VJQ0FnSURkdGJQek1nEAE,Boston,en,"Reliability, Empathy",True,False,True,False,False
1390,Great food!,ChdDSUhNMG9nS0VJQ0FnSURGa2IteC1nRRAB,Boston,en,Reliability,True,False,False,False,False
1392,Delivery the food and not to expensive,ChdDSUhNMG9nS0VJQ0FnSUNqaFB5Sm53RRAB,Boston,en,Tangibility,False,True,False,False,False
1394,"Food is always excellent. Friendly, patient and just overall great service! Highly recommend.",ChdDSUhNMG9nS0VJQ0FnSURWNklHc2tRRRAB,Boston,en,"Empathy, Responsiveness",False,False,True,True,False
1397,Great food,ChZDSUhNMG9nS0VJQ0FnSUR4bFBpYk1BEAE,Boston,en,Reliability,True,False,False,False,False
1402,Lots of food to go and always hot,ChdDSUhNMG9nS0VJQ0FnSUNGeThXS19RRRAB,Boston,en,Reliability,True,False,False,False,False
1409,Cool,ChZDSUhNMG9nS0VJQ0FnSUREeGNTekhnEAE,Boston,en,Tangibility,False,True,False,False,False
1418,If I could put 0 I would just due to the customer service of the cook or owner. Dude is very rude and got the nerve to ask for food back. Missing the fish in the fish sandwich and got mad me for complaining. Then said he couldn't take it back because I bit it. I bit it and had no fish. Never again,ChdDSUhNMG9nS0VJQ0FnSUNkdjZuaHNRRRAB,Boston,en,Empathy,False,False,True,False,False
1422,Barely gave me any oxtail for a large plate I paid 6 dollars extra and got a total of 5 peice of tiny oxtail my food and beef patty took over and hour to make and somehow my order was still cold. Don't eat here,ChdDSUhNMG9nS0VJQ0FnSUN4Z2Uta3VnRRAB,Boston,en,"Reliability, Tangibility",True,True,False,False,False
1425,Very well prepared. Quick service. Friendly. Clean. Fresh. Definitely a,ChZDSUhNMG9nS0VJQ0FnSUR1enEzU0p3EAE,Boston,en,"Tangibility, Reliability",True,True,False,False,False
1435,Excellent food and service,ChdDSUhNMG9nS0VJQ0FnSUNOeTVhT21nRRAB,Boston,en,"Tangibility, Assurance",False,True,False,False,True
1440,"it was horrible, my husband first time trying Nigerian food went wrong, the chicken was really nasty",ChZDSUhNMG9nS0VJQ0FnSURGaFBYUVl3EAE,Boston,en,Reliability,True,False,False,False,False
1443,the best haitian restaurant i’ve visited! clean place nice people excellent customer service and very good food!,ChdDSUhNMG9nS0VJQ0FnSUNkNTlESmpnRRAB,Boston,en,"Tangibility, Empathy, Assurance",False,True,True,False,True
1444,"Meat was horrible, gave me the wrong food and employees were rude when I called to complain.",ChdDSUhNMG9nS0VJQ0FnSUNsbF8tdXJBRRAB,Boston,en,"Responsiveness, Assurance",False,False,False,True,True
1447,I ordered some food they took i long time make the delivery and the presentation is bad and a to go food non spoun no forks Se dwet mwen nou te vle mwen manje l Si nou pa gen respe pou moun femen tenten nou an,ChZDSUhNMG9nS0VJQ0FnSUNwbThtZUF3EAE,Boston,en,"Responsiveness, Tangibility",False,True,False,True,False
1454,They are always nice to me & my sister's & my Dog Poné the food is always amazing and the employees are always so sweet & kind!! 10/10,ChZDSUhNMG9nS0VJQ0FnSUNkdnVHelNREAE,Boston,en,Empathy,False,False,True,False,False
1458,Food is delicious and service was amazing. thank you Bon Appetit!,ChZDSUhNMG9nS0VJQ0FnSUM5OXZlZ0x3EAE,Boston,en,"Assurance, Empathy",False,False,True,False,True
1459,"Was craving macaroni and cheese so I went to them. I was served burnt black and hard macaroni and cheese. Horrible. Communication with your customers is key, it's quality over quantity. You don't do that to people.",ChZDSUhNMG9nS0VJQ0FnSURkaDdidFJnEAE,Boston,en,"Reliability, Empathy",True,False,True,False,False
1464,Bon appétit it’s a better place to eat Clean place and good food,ChdDSUhNMG9nS0VJQ0FnSURGOFlQQXJRRRAB,Boston,en,"Tangibility, Reliability",True,True,False,False,False
1473,Spectacular Trini rotis! Feels like your back on the island. Scrumptious. Best as takeout.,ChdDSUhNMG9nS0VJQ0FnSUM5OGQtbjN3RRAB,Boston,en,Tangibility,False,True,False,False,False
1493,I would like to know why this Location is charging $ 4.06 for a Large Black Ice Coffee. Everywhere I go they charge me $ 3.63.,ChdDSUhNMG9nS0VJQ0FnSUNabG9TSDZnRRAB,Boston,en,Tangibility,False,True,False,False,False
1510,Nowhere to sit and I could care less! This place is deliciousssss. Four of my friends and I found this place on a whim and had a little buffet with everything we got. Scallion pancake and spring rolls were my favorite!,ChdDSUhNMG9nS0VJQ0FnSURaa3BIQWxBRRAB,Boston,en,Tangibility,False,True,False,False,False
1519,Great food and friendly staff. My mom and I have been going the past two weeks. I love the Birria Tacos,ChdDSUhNMG9nS0VJQ0FnSUNkME1pY21RRRAB,Boston,en,Empathy,False,False,True,False,False
1522,"Great place to eat in or take out, excellent addition to the neighborhood. Tacos de birria were the best!!",ChZDSUhNMG9nS0VJQ0FnSURWcDlLMUh3EAE,Boston,en,Tangibility,False,True,False,False,False
1524,Excelente food quick and delicious very good price i can’t wait to go back in today and I wish they open more often,ChdDSUhNMG9nS0VJQ0FnSUNWN2NPV21BRRAB,Boston,en,Responsiveness,False,False,False,True,False
1526,Good milkshakes from this Latino spot. Close to the airport.,ChZDSUhNMG9nS0VJQ0FnSURSLTd1V1lnEAE,Boston,en,Tangibility,False,True,False,False,False
1529,They have a variety of ice creams to choose from.,ChdDSUhNMG9nS0VJQ0FnSUNCaDlLTDBBRRAB,Boston,en,Tangibility,False,True,False,False,False
1531,"Tha chicken was good taste and juicy , and the lady on the counter was really attentive",ChZDSUhNMG9nS0VJQ0FnSURWellxNEF3EAE,Boston,en,Empathy,False,False,True,False,False
1533,This place reminded me of all my childhood favorite. The chicken was very seasoned and accompanied by delicious sauce. I highly recommend this place. It is on the small side so seating can be tight,ChZDSUhNMG9nS0VJQ0FnSUNadVA2ckNnEAE,Boston,en,Empathy,False,False,True,False,False
1535,"The rostiser chicken was ok. What I was quite surprised with the yellowish sauce that comes with the chicken. As a Peruvian customer, that sauce is not authentic, it takes like mayonnaise ! They keep in a bottle. It supposed to be fresh.",ChdDSUhNMG9nS0VJQ0FnSUNKamNqaG5nRRAB,Boston,en,Reliability,True,False,False,False,False
1536,"great food,decent variety of drinks",ChdDSUhNMG9nS0VJQ0FnSUQ5ejhPVDZBRRAB,Boston,en,Tangibility,False,True,False,False,False
1537,"This establishment is laughable; restroom access is limited to employees, excluding paying customers, and the service quality is below standard.",ChdDSUhNMG9nS0VJQ0FnSUMxbW9hcTVBRRAB,Boston,en,"Assurance, Responsiveness",False,False,False,True,True
1538,"Incredible empanadas. They are large and freshly fried. Their online ordering system is very easy, but be aware that they don’t usually have everything on the menu and you will be asked if you want to make substitutions when you go to pick up. Each empanada came with a side of chipotle mayo. Underrated flavor was the eggplant parm— so comforting. We would come here again!",ChZDSUhNMG9nS0VJQ0FnSURweTdEYlNBEAE,Boston,en,Tangibility,False,True,False,False,False
1546,I used to love this place but it so overpriced now and the food quality is just not it! Based on how much my food weighed I was supposed to pay $38 they charged me $50 for two to go plates which is ridiculous. I would not recommend.,ChdDSUhNMG9nS0VJQ0FnSUNEdGVpa2dnRRAB,Boston,en,"Reliability, Assurance",True,False,False,False,True
1547,Great Brazilian all you can eat spot,ChdDSUhNMG9nS0VJQ0FnSUNEbm9IcWh3RRAB,Boston,en,Tangibility,False,True,False,False,False
1558,Nielsen was an excellent host- so welcoming and attentive. 10/10 espresso martinis. Delicious pupusas. They did such a great job transforming the top floor. All the wait staff and bartenders are working super hard and we were super impressed by the customer service and drinks.,ChZDSUhNMG9nS0VJQ0FnSUNEdGYtZVBnEAE,Boston,en,"Empathy, Reliability",True,False,True,False,False
1559,CLOSED FOR GOOD FRIDAY. Made the trek out here and they are closed.,ChdDSUhNMG9nS0VJQ0FnSUNEOFpLLXpRRRAB,Boston,en,Reliability,True,False,False,False,False
1560,"We truly had such a lovely experience here. The food was amazing (we had the ceviche, chips and guac, burrito, and shrimp entree). Everything was fresh and delicious! The drinks were 11/10 and beautifully presented. The service was amazing and they were extremely kind and accommodating. We will be coming back asap and thoroughly enjoyed our dinner and drinks.",ChZDSUhNMG9nS0VJQ0FnSUNEZ2VIYU9REAE,Boston,en,"Empathy, Tangibility",False,True,True,False,False
1562,Ok,ChdDSUhNMG9nS0VJQ0FnSUNqclluVGhBRRAB,Boston,en,Assurance,False,False,False,False,True
1564,Highly recommend! Get a burger and a Corona and listen to some great music. Very friendly staff. And make sure to top your night off with Aguardiente!,ChZDSUhNMG9nS0VJQ0FnSUMxNHRHYlB3EAE,Boston,en,Empathy,False,False,True,False,False
1568,"Just had the most massive slice of pizza for lunch and it was absolutely delicious! The crust was perfectly crispy, the sauce was flavorful, and the cheese was just the right amount. Definitely hit the spot!",ChdDSUhNMG9nS0VJQ0FnSURkLTRLVC1BRRAB,Boston,en,"Tangibility, Reliability",True,True,False,False,False
1575,"Food was pretty good. Friendly service, fun atmosphere. Theres an outdoor patio.",ChdDSUhNMG9nS0VJQ0FnSURwdEpMcXZRRRAB,Boston,en,Tangibility,False,True,False,False,False
1582,"Was not disappointed. Great hospitality and wonderful food. Got a chance to speak with the owner and he explained that it is a family owned business that has been around for years. I asked were they also affiliated with the location that use to be located in Downtown Boston, Chinatown. He said yes. I will be definitely returning again!",ChZDSUhNMG9nS0VJQ0FnSUM5bDd1eUNnEAE,Boston,en,"Empathy, Assurance",False,False,True,False,True
1594,The food was delicious!,ChdDSUhNMG9nS0VJQ0FnSUM5cWMyb2lBRRAB,Boston,en,Tangibility,False,True,False,False,False
1595,Friendly and good foods environment,ChdDSUhNMG9nS0VJQ0FnSURkcnZMeTB3RRAB,Boston,en,"Empathy, Tangibility",False,True,True,False,False
1607,"Delicious Colombian coffee, amazing cakes and wonderful staff!",ChdDSUhNMG9nS0VJQ0FnSUN0ZzQtTXJ3RRAB,Boston,en,"Tangibility, Empathy",False,True,True,False,False
1610,"We ordered from Bono Restaurant and Catering for our corporate Hispanic Heritage Month event. We placed a huge order for 200 people, and the food was absolutely delicious. It was delivered at the perfect temperature, and so, so delicious. I can tell you that I will be ordering from them for all my future party needs. Thank you so much for being part of our great event!",ChZDSUhNMG9nS0VJQ0FnSUM1NUp2d1JBEAE,Boston,en,"Reliability, Tangibility",True,True,False,False,False
1614,"All I wanted was to buy a water bottle for my kid the stores didn't take less than 10 on debit or credit. Went in straigt up ignored ,idk maybe I spoke low when I said ""All I need is a bottle of water for my kid"". Smh, it's all good tho I ain't upset ,bc I did order a burrito 3 days ago and it was good",ChdDSUhNMG9nS0VJQ0FnSUNEaHRTM19nRRAB,Boston,en,Responsiveness,False,False,False,True,False
1617,"The only place that my family will ever order Chinese food from, hands down best in the area",ChdDSUhNMG9nS0VJQ0FnSUNENk16TWxRRRAB,Boston,en,Reliability,True,False,False,False,False
1622,This is the best Chinese takeout in the Boston area! I have tried a variety of other restaurants and this is the only one that I can recommend. The food is packaged perfectly to keep fried stuff crispy. Everything is cooked perfectly and the portions are great value for the money. I order multiple times a month for me and my coworkers. Highly recommended,ChZDSUhNMG9nS0VJQ0FnSUQ1cG9HZ2NBEAE,Boston,en,"Reliability, Tangibility",True,True,False,False,False
1631,"Stopped by from out of town, the kids were craving Pho and this place got good reviews. We were disappointed to say the least. Went in didn't get service for quite some time, when the server finally came we were never offered water or drinks and he didn't clean the table which was dirty from the previous customer. We waited a long time to order, our appetizer never came, the pho came out with no limes and the jalapenos were cut huge. Like one jalapeno cut into 4 large peices. Then we asked for fish sauce because the pho needed it. The staff didn't know what fish sauce is. What kind of vietnamese restaurant doesn't know what fish sauce is? Finally got some limes and fish sauce after explaining to the all non vietnamese staff what it is. Once the Pho was flavored with fish sauce and lime it was acceptable. We can't say anything about the other dishes because they never brought them but I wouldn't recommend this place to anyone who likes service in a restaurant.",ChZDSUhNMG9nS0VJQ0FnSUMxLWRqMU13EAE,Boston,en,"Responsiveness, Empathy",False,False,True,True,False
1632,"Extremely disappointed with the Bun Bo Hue dish that I ordered. The amount of food in this item was dismal compared to other dishes ordered from here. Furthermore, it did not include all items listed in the menu. For a specialty menu item and the cost of the dish, I expected more. Very disappointed.",ChZDSUhNMG9nS0VJQ0FnSURsbThUU2RnEAE,Boston,en,Reliability,True,False,False,False,False
1639,Great food really good people,ChdDSUhNMG9nS0VJQ0FnSURKbnRmSnFRRRAB,Boston,en,Empathy,False,False,True,False,False
1646,I love this place,ChdDSUhNMG9nS0VJQ0FnSUQ5eTZybzFnRRAB,Boston,en,Empathy,False,False,True,False,False
1648,Great little spot in East Boston for quality Mexican and Salvadorean dishes at reasonable prices. I loved the perfectly seasoned steak tacos. Their staff was very friendly and helpful when I ran into a problem with online ordering.,ChZDSUhNMG9nS0VJQ0FnSUN4LXRqRE93EAE,Boston,en,"Reliability, Empathy",True,False,True,False,False
1654,First Time ordering from here and I was up @ 5 in the morning throwing up. Nope ‍,ChdDSUhNMG9nS0VJQ0FnSUQ5MWZ1X3NRRRAB,Boston,en,Reliability,True,False,False,False,False
1671,"My family and I were regulars, fair to say we know in life things occur out of the blue that we have to tend to. Today was one of those days for me. I received a text from a “Oscar” who searched my number & sends me messages via WhatsApp harassing me for not picking up an order I placed. Claiming I’m a “ladrona” and “trampoza.” I have never seen such a level of unprofessionalism as I have experienced today.",ChdDSUhNMG9nS0VJQ0FnSUNEdHI2Q2lnRRAB,Boston,en,Empathy,False,False,True,False,False
1687,They are crazy. They are not professional. They are racist. That gives no tortilla. Very expensive service various species food. The worst.,ChdDSUhNMG9nS0VJQ0FnSUMxOE9uWDR3RRAB,Boston,en,Empathy,False,False,True,False,False
1699,What an amazing dinning experience! The service was awesome and so was the food!!,ChdDSUhNMG9nS0VJQ0FnSUNkc2VHWTBnRRAB,Boston,en,"Empathy, Reliability",True,False,True,False,False
1710,"Great place and food, though we were able to finish only half of main dishes - too huge. ATM is one block away.",ChZDSUhNMG9nS0VJQ0FnSUNENkppREhREAE,Boston,en,Tangibility,False,True,False,False,False
1712,"What a delicious, intimate spot. We are in love with this place. Our new favorite restaurant, with the best lobster ravioli I've ever had.",ChZDSUhNMG9nS0VJQ0FnSUQ5eGZUMU1BEAE,Boston,en,"Tangibility, Empathy",False,True,True,False,False
1723,"**UPDATED - PLEASE READ FULL REVIEW** ORIGINAL: Please, either: 1. Answer your phone, or; 2. Update the information on your website/Google search to reflect if you are either permanently closed or have hours alternative to those posted. It's ignorant and neglectful to simply leave it as is AND have no answer to phone calls. If anyone knows the status of this restaurant, please advise. Thank you. ************** UPDATE: Although still confused and disappointed that I could not get a phone answered before heading to Luna's - once we arrived we were treated very well. Every accommodation was made to service us to our liking. The foods were varied, fresh and delicious!! You could tell the chef and staff take great care and pride. The place is IMMACULATE!! A must for me when dining out. I loved the Latin cuisine infusion to traditional dishes. The servings were ample enough by my measure [I'm not a glutton and understand portion control] and aside from being delicious everything was fresh and prepared to order. Unlike many who commented here, we did not find rude, neglectful staff on hand; nor did we find the prices outrageous for these ""Biden's - Build Back Better"" out of control inflationary times. If they put on a general recording on the phone to answer FAQ, this would be a huge help. But answering the phone is even better!! We merely needed to know if they in fact were OPEN and hadn't succumbed to a Biden Administration induced demise. We were happy to learn they hadn't!! Thank you for excellent food, outstanding service and affordable prices!!",ChdDSUhNMG9nS0VJQ0FnSUQyc2FDbzJBRRAB,Boston,en,"Reliability, Assurance",True,False,False,False,True
1724,Small cute and quiet Went early around 5pm on a week day and we aren’t very high maintenance so perfect for us. Reasonably priced. Very attentive and polite servers!,ChdDSUhNMG9nS0VJQ0FnSUNkbHYyOWdBRRAB,Boston,en,"Tangibility, Empathy",False,True,True,False,False
1729,Food and drinks ridiculously overpriced. The margarita pizza and the short rib spring rolls not great. Would not recommend this place if you’re in town for an event at the new balance track.,ChZDSUhNMG9nS0VJQ0FnSUREeXJueVRREAE,Boston,en,"Tangibility, Reliability",True,True,False,False,False
